category,brand,asin,revenue,units,bsr
Oats,Saffola,B0CNX7MP12,135360,720,2797
Oats,MONSOON HARVEST,B09P68XL97,235630.4,674,2841
Oats,Manna,B092MKXLFC,155649.9,658,2919
Oats,MILLET AMMA,B09YQHY432,463200,480,2943
Oats,ORGANIC TATTVA,B00M57TY9Y,29524,484,2441
Oats,3 S,B08537R73F,19998,101,3053
Oats,More,B07MGR66FY,60390,610,3138
Oats,24 Mantra Organic,B00L924APY,2100,30,3165
Oats,S Siddhagiri's SATVYK THE HEALTH re STORE,B07K4F8GNM,126765,313,3185
Oats,JIWA healthy by nature,B0C2Z61MK9,87690,474,2923
Oats,urban platter,B07GSWZT49,583775,1229,1384
Oats,Yogabar,B09J19CPK7,309894,754,3324
Oats,More Choice,B0CG991VFH,0,18,3332
Oats,JEENI,B0BBW1Y387,99396,251,3454
Oats,HDC Siridhanya,B0CDV6DG3C,452696.85,477,3473
Oats,Sattvic Foods,B018KP16PY,96475,227,3474
Oats,ORGANIC TATTVA,B00M57TWBE,101601,477,3587
Oats,JEENI MILLET HEALTH MIX,B08MCCNLNC,139788,353,3625
Oats,Vedaka,B0CD1L636Q,114733,397,3626
Oats,siridhanyalu,B0BPQY8R54,741000,520,3719
Oats,24 Mantra Organic,B00PAGNFGK,39780,306,3720
Oats,NATURELAND ORGANICS,B081NDKWJ8,1131724,3179,617
Oats,Nature Vit,B07DY6CFG1,620135,365,4052
Oats,S Siddhagiri's SATVYK THE HEALTH re STORE,B074KGCCWM,34880,320,4056
Oats,Manna,B097PH5FRF,304427.5,442,4120
Oats,JIWA healthy by nature,B08GK2F1DB,61740,343,4129
Oats,Vedaka,B0BWHS5MGB,107355,421,4293
Oats,Yogabar,B0B5ZNQB31,301098,402,4451
Oats,More Choice,B08C2MTK15,82095,421,4486
Oats,True Elements,B08MF6JKN4,2361776,2584,4490
Oats,ORGANIC TATTVA,B01NCWQ5DG,64935,481,4500
Oats,Manna,B092JPT8QK,567696.25,451,4573
Oats,True Elements,B07T3RB539,2927509,9791,81
Oats,MuscleBlaze,B0B725KW8N,3609738,5562,285
Oats,True Elements,B01NCRLSB1,345625,1975,850
Oats,Bagrry's,B0BD5PHLQZ,1971515,8047,216
Oats,Saffola,B0CNX8GQ1J,367268,1964,1046
Oats,True Elements,B07RJWVQXL,578200,1225,1287
Oats,Quaker,B00L2K9DM8,3329050,11975,13
Oats,Saffola,B0CNX8QFXM,241580,1285,1605
Oats,Weikfield,B018S3KGWW,164700,1220,1766
Oats,A+,B0CQM21444,58320,486,1894
Oats,Saffola,B0CNX7RZ5C,172040,920,1990
Oats,MuscleBlaze,B09N1QFF9H,226875,825,2074
Oats,Pintola,B0CWH4NT7V,361114,646,2104
Oats,Tata,B09Y68S6ZH,264528,1584,1330
Oats,True Elements,B01F7ECW6I,114080,713,2250
Oats,True Elements,B0C43JR1PH,491700,745,2299
Oats,NutriOrganics,B0CZ6RZQ3Q,0,0,2452
Oats,Saffola,B0CNX7MP12,135360,720,2797
Oats,Tata,B09Y68K3V4,81844,553,2823
Oats,Tata,B09Y6BQVXC,154475,925,3009
Oats,A+,B0CQM2YPFF,30600,255,3255
Oats,A+,B0CQM2BD5J,275,11,3899
Oats,A+,B0CQM3Q2TZ,4950,198,4432
Oats,Yogabar,B0CW2XS1Q2,0,0,3127
Oats,True Elements,B0C2KT933V,553307,1249,370
Oats,True Elements,B0BJQLQCXP,33150,170,5278
Oats,Yogabar,B0CRKLYWMP,2477255,3085,561
Oats,Orgrain India,B0CQ8V4M4F,58032,208,6360
Oats,True Elements,B08332DH87,122070,195,6715
Oats,Eco Valley,B0BPBWM2L7,20370,97,9319
Oats,Yogabar,B0CRKSS2LT,36920,65,10958
Oats,Pink Delight,B0CYQ8CTTY,0,0,12915
Oats,Weikfield,B0BQ6H5FHL,10790,83,13042
Oats,Weikfield,B0BMLJDTCS,3825,45,16134
Oats,True Elements,B0C2KVNLDD,25185,73,16654
Oats,True Elements,B092ZXL7JL,49203,77,17284
Oats,Flavour Drum,B0CGHSCCDK,5390,22,17758
Oats,Pink Delight,B0CYSN9JZB,0,0,18209
Oats,FIT & FLEX,B0CY5J1LK4,0,0,20359
Oats,HEALTH NINJA,B0CJ3BTGC7,17964,36,22263
Oats,Yogabar,B0CW2XB2GH,0,0,22830
Oats,Tata,B09Y69JGBX,8932,44,27002
Oats,NutriOrganics,B0CZ6S4VSX,0,0,27051
Oats,NOURISH YOU,B0CT8XXZ22,90240,188,13038
Oats,True Elements,B0844KPYBK,0,2,36930
Oats,True Elements,B0C8Z5H858,16530,29,40701
Oats,Indiana as offered by nature,B0CD5X9GYV,1500,12,41527
Oats,True Elements,B07RGPFMY1,8400,24,42730
Oats,HUBSCH,B0CGVFZDFY,0,46,44512
Oats,Saffola,B0CJY5NWWQ,3120,26,45154
Oats,ProToGrow,B0CPBWZFWS,14658,42,46408
Oats,True Elements,B07Z53M2YQ,0,13,47489
Oats,True Elements,B0BWK2NLLK,8512,38,51282
Oats,HEALTH NINJA,B0CX8S4D59,0,0,13464
Oats,Pink Delight,B0CYQ4FFVY,0,0,56845
Oats,True Elements,B0D11PYSV2,0,0,61412
Oats,WELL GREEN,B0CQXKPQRG,4600,4,68262
Oats,True Elements,B0BLRFDHJ4,0,1,70278
Oats,Orgrain India,B0CQ8WF293,4233,17,74244
Oats,Mathura Bhog,B0CJVKMSCC,450,2,75355
Oats,Orgrain India,B0CQ8W58KH,0,0,81398
Oats,Pink Delight,B0CL8Y7V24,2392,8,82573
Oats,Dhanyam,B0CYLQYBGN,0,0,85868
Oats,UNIFIT,B0CWRKDCQH,760,4,92147
Oats,True Elements,B0BGHHDZMT,0,3323,350
Oats,QUINOA KING,B0CVDMCMBZ,0,0,95595
Oats,Pink Delight,B0CR1DLS4S,800,5,96177
Oats,KWALITY,B0CLV2JRKM,338,2,105757
Oats,LIVYOR,B0CSWMVTH2,0,0,110557
Oats,Saffola,B0CL4397YN,0,0,119026
Oats,HDC Siridhanya,B0CZ9D4DF2,0,0,119213
Oats,Pink Delight,B0CNVYY2BB,0,0,123311
Oats,UNIFIT,B09X5P8QD6,0,0,63020
Oats,Cook Garden,B0CMD9S1V3,269,1,137005
Oats,Heallife Foods,B0CY3K2RCJ,0,0,137528
Oats,True Elements,B09224YPDF,0,0,139785
Oats,HASHPOP,B0CW1VHLYG,0,0,141482
Oats,yolo Roots,B0CSZ4BXTJ,980,4,146501
Oats,Saffola,B0CL44S4YX,0,0,151179
Oats,FRUTOOZ,B0CTT7T521,0,0,151292
Oats,Saffola,B0CL42V1GN,0,0,170105
Oats,Seedfeast,B0CY51FLY9,0,0,184524
Oats,WELL GREEN,B0CQXHJ9W2,0,0,191916
Oats,Generic,B0CJPY94MJ,0,0,249004
Oats,Abhit's Choice,B0CDFZYRKQ,0,0,253705
Oats,KILOBEATERS,B0CVL5JMCF,0,1,268547
Oats,Pink Delight,B0CSWH4G3Y,0,0,295118
Oats,NUTS'MOR,B0CK5V3F5F,0,0,306645
Oats,Gudbury,B0CQG85MV3,0,0,306803
Oats,Abhit's Choice,B0CQDSH6WV,0,0,307736
Oats,Mathura Bhog,B0CDC33HF5,0,0,368951
Shilajit,Kapiva,B0BL3TN1QC,9471230,6770,124
Shilajit,Kapiva,B09BZNDYT2,5688306,5694,227
Shilajit,Kapiva,B0BPLVZRNZ,3145886,4507,357
Shilajit,DABUR,B00JNQLIYY,1200400,3001,717
Shilajit,Kapiva,B09TFQ9TLZ,4229685,2565,827
Shilajit,Kapiva,B0C2PK2KH5,4738104,1896,903
Shilajit,Zandu,B08V326J31,1269456,2544,915
Shilajit,Rasayanam,B08DKH5M7M,1889109,1891,983
Shilajit,WOW Life Science,B0BXLDHJWZ,312374,626,1257
Shilajit,Panchamrit,B0CGDZRZ99,837501,2099,1411
Shilajit,VedriSi,B09DL9WKD4,537477,1847,1478
Shilajit,Koshaveda,B0CL6DDCQT,1081846,1354,1654
Shilajit,DABUR,B0B46PNTMB,979475,1351,1736
Shilajit,BBETTER,B09D83RMVK,1091907,1093,1990
Shilajit,sesa,B0BX9YH3BH,839025,1017,2343
Shilajit,UPAKARMA,B07KPGKDB7,1285895,1355,2489
Shilajit,Nirvasa,B0B5GV4BPC,369228,1061,2204
Shilajit,Neuherbs,B0BFRLGXFB,466854,782,2526
Shilajit,PLIX - THE PLANT FIX,B0CHY6JVFS,290329,971,2534
Shilajit,UPAKARMA,B0C8PMXP8Z,388611,389,3257
Shilajit,WELLBEING NUTRITION,B0CP1Z6MQS,483228,372,3353
Shilajit,DABUR,B00CAN517W,69237,441,3380
Shilajit,TruHabit,B0B39FVSZG,261767,583,3597
Shilajit,UPAKARMA,B097JWDXHD,786213,787,3704
Shilajit,UPAKARMA,B07DH65291,954184,616,3821
Shilajit,Bold Care,B0CJVL4LDG,110330,170,4150
Shilajit,Zandu,B082QJR2CN,250981,419,4357
Shilajit,UPAKARMA,B0C2CWDJ24,250635,465,4384
Shilajit,Baidyanath,B00JNR48K4,72978.75,195,4656
Shilajit,Man Matters,B0C3WBF6S8,86193,157,4850
Shilajit,ZEROHARM,B0BH178QDW,215195,223,5138
Shilajit,Baidyanath,B01M9JNYBB,65424,188,10653
Shilajit,HIMALAYAN ORGANICS,B0C285Y7DH,206586,414,5159
Shilajit,alpspure,B0B6P8XCZ2,87125.4,194,5402
Shilajit,Neuherbs,B0CB3F1945,146615,295,5573
Shilajit,DABUR,B07DSY5R7G,222950,343,5663
Shilajit,Baidyanath,B0CDQ7M6FZ,54963,197,5478
Shilajit,sesa,B0CPM234M9,334521,279,6032
Shilajit,UPAKARMA,B0C2CWMTDG,125828,332,6176
Shilajit,Zandu,B0CHFR2YYK,64172.5,193,6251
Shilajit,Nirvasa,B08YF532BP,85828,172,6524
Shilajit,NUTRI HERBS,B0BRN1X68P,48804,196,6672
Shilajit,TheForresto,B09Y4S7LB5,24960,80,6898
Shilajit,LIONVEDA,B0BL6SDDZM,188685,315,7090
Shilajit,Kapiva,B0CMX1976L,265397,253,7265
Shilajit,VEDAPURE,B082F664NN,158136,264,7500
Shilajit,HIMALAYAN ORGANICS,B0CQG21ZQ5,193968,432,7888
Shilajit,Koshaveda,B0CGLRJ4J3,108000,150,7899
Shilajit,mars by GHC,B09B9W2WVD,120228,172,8043
Shilajit,Baidyanath,B00I7TK64Q,21862.5,110,8088
Shilajit,KRISHNA'S HERBAL & AYURVEDA,B0CS913VR9,124800,208,8495
Shilajit,HIMALAYAN ORGANICS,B0CJR62RKT,39421,79,8548
Shilajit,Man Matters,B0C3DFYPQG,144557,193,8551
Shilajit,myUpchar ayurveda,B0CPC5LRGY,0,707,9065
Shilajit,UPAKARMA,B0C2CX7Z3J,224775,225,9276
Shilajit,DR. VAIDYA'S new age ayurveda,B0CRRXPWX8,266760,270,9338
Shilajit,UPAKARMA,B07F8QFPKZ,74534,166,8791
Shilajit,SAPTAMVEDA,B0C46QGF1D,54391,109,9668
Shilajit,Maharishi Ayurveda,B0B97FKVX8,96701,149,9609
Hair Oil,Mamaearth,B07W7CTLD1,3961536,10536,162
Shilajit,Alpinista,B0CHPS5XNR,17685,45,10837
Shilajit,WELLBEING NUTRITION,B0CP1XCFST,110889,111,10853
Shilajit,Baidyanath,B0924K5YS1,18870,111,11819
Shilajit,KRISHNA'S HERBAL & AYURVEDA,B09DTD37SY,115983,147,12203
Shilajit,GYMNEX,B0CYCH2NH4,0,0,12229
Shilajit,Zandu,B09RWWB9PP,79147.2,96,12275
Shilajit,Homeda,B0CJRQN583,20631,69,12831
Shilajit,Panchamrit,B0CW977RVK,0,0,12881
Shilajit,svaa.life,B09V88HC72,131199,101,13315
Shilajit,The BodyFaiz,B0C1F7YDJT,138446,154,13366
Shilajit,Jiva,B07DGX6R4R,11625,25,13622
Shilajit,Pahadi Amrut,B0CYPPVS37,0,0,14260
Shilajit,ACTIZEET,B0CC995K9P,112700,46,14273
Shilajit,Neuherbs,B0BPPLN2BK,114912,96,14731
Shilajit,Rasayanam,B08RWNVD7T,1908739,1061,15629
Shilajit,Zandu,B0CT2SR5MG,0,0,15836
Shilajit,Greeniche,B0CNZZ3Y4C,47763,87,15878
Shilajit,MY PAHADI DUKAN (MPD),B0CP5TQMBY,112887,113,15896
Shilajit,Zingavita,B0CKW1H2NJ,32777,73,16198
Shilajit,Zandu,B08PWNT7S2,24300,90,16261
Shilajit,BHUMIJA LIFESCIENCES,B0CJVJ5C5C,0,0,16316
Shilajit,Herbal max,B09Y5GQ64Q,58800,28,16389
Shilajit,Patanjali,B0B6GMZ3DX,25935,91,16880
Shilajit,Leeford,B0CTMPBW5Z,7245,23,16901
Shilajit,Vita Valley,B0CYLQZMKG,0,0,16924
Shilajit,HealthKart,B0B9RVM9JJ,32759,41,17808
Shilajit,SilverEdge-Fabulous Forever,B09VT4668P,20493,33,17897
Shilajit,Man Matters,B0C8Z1NX68,9891,9,18176
Shilajit,Boldfit,B09GLV4TQR,3289,11,18394
Shilajit,GYMNEX,B0CD1NHV23,23782,46,18768
Shilajit,Trivang,B0BT7HNK2H,23529,31,18957
Shilajit,Generic,B0CQRJXZLK,3850,11,20218
Shilajit,CIRKLE STREET,B09PN1BGZK,3058,2,20506
Shilajit,Kindly His,B0CYTCD1YV,0,0,20698
Shilajit,CURA AYURVEDIC AND UNANI,B0CWLN4LV5,0,0,21280
Shilajit,Man Matters,B0943JQF6V,49950,50,22082
Shilajit,VedriSi,B0C4FLYMXC,802218,1362,22140
Shilajit,Maharshi BADRI,B0CLV5HTB2,4998,2,22687
Shilajit,HIMALAYAN ORGANICS,B0CJJDZZPZ,16716,28,23584
Shilajit,Indus Organics,B0B564NLG5,6578,22,23441
Shilajit,Ashpveda,B09M89TNGM,12299,7,23727
Smart Watches,Fire-Boltt,B0BY2PWDFQ,484473,277,1
Smart Watches,Fire-Boltt,B0BF57RN3K,835257,643,2
Smart Watches,Fire-Boltt,B0B854R7NS,293433,267,3
Smart Watches,Fastrack,B0CK28YBZ3,0,0,23
Smart Watches,Noise,B0B5LVS732,320133,267,5
Smart Watches,boAt,B096VF5YYF,8337654,8346,55
Smart Watches,Noise,B0BJ72WZQ7,6151842,6158,76
Smart Watches,Noise,B0B6BLTGTT,13278378,10222,81
Smart Watches,Fire-Boltt,B0CG1X67V1,438342,258,6
Smart Watches,Fire-Boltt,B0C497MSQN,9897081,7619,102
Smart Watches,boAt,B096VF1PJ8,5287707,5293,108
Smart Watches,Fastrack,B0CPLPYPCL,22820045,8455,146
Hair Oil,Mamaearth,B0CGTZ7CW9,3661708,10492,162
Smart Watches,iTronix,B09HN6QB25,1168458,7842,174
Smart Watches,Fire-Boltt,B0CH8BY8DG,383744,256,9
Smart Watches,Fire-Boltt,B0BRQFF4HN,2953044,2956,182
Smart Watches,Fire-Boltt,B0C496V772,7662801,5899,183
Smart Watches,Fire-Boltt,B0C497XVG9,7862847,6053,192
Smart Watches,Fire-Boltt,B0BRMYD4XZ,0,0,193
Smart Watches,Noise,B0B6BPTFT5,9141063,7037,231
Smart Watches,Samsung,B0CVN3NK42,1134773,227,235
Smart Watches,Noise,B0CQ4JT6NT,9290759,6641,237
Smart Watches,Noise,B0CQ4KTCH1,8567476,6124,259
Smart Watches,Fire-Boltt,B0B3N7LR6K,612255,245,13
Smart Watches,Noise,B0BGSLLB4J,682956,244,290
Smart Watches,boAt,B096VDJ5QX,0,0,335
Smart Watches,Fire-Boltt,B0BRQFNHQS,1948050,1950,356
Smart Watches,Noise,B0CQHY1S1V,0,0,364
Smart Watches,Noise,B0B6BPX5S9,7575768,5832,387
Smart Watches,Noise,B0BN1ZG1QZ,15470073,5527,396
Smart Watches,Noise,B0B6BQ711Q,7174377,5523,398
Smart Watches,AYL,B0CG28Q3KG,1188621,2979,411
Smart Watches,Sounce,B0C5R3BR5Z,348381,3519,417
Smart Watches,Fire-Boltt,B0C498P9VC,4212657,3243,420
Smart Watches,Fire-Boltt,B0CH8MRQ1Q,7850466,4134,425
Smart Watches,boAt,B0C7WGPM6R,9560622,6378,428
Smart Watches,Fire-Boltt,B0BP18W8TM,6087049,4351,444
Smart Watches,Noise,B0CQ4J4YFL,4123308,2292,455
Smart Watches,OLICOM,B09YNKHYQH,1425126,3174,495
Smart Watches,Noise,B0CS6PJRMX,5098099,3401,496
Smart Watches,Noise,B0C4Q5HNMH,16998142,4858,499
Smart Watches,Noise,B0CG1Y3336,887877,423,508
Smart Watches,Noise,B0C5X2MGX3,7834261,2239,523
Smart Watches,Noise,B0BMVT1R78,7726705,4295,569
Smart Watches,boAt,B0BRL3C7HL,3065111,2789,585
Smart Watches,Noise,B0BVR7PGQ7,13561478,4522,600
Smart Watches,Fire-Boltt,B0C5CTNY3X,447776,224,26
Smart Watches,boAt,B0B574QXFL,2992503,1497,674
Smart Watches,Fire-Boltt,B0C96D2VXN,5826613,3887,723
Smart Watches,Noise,B0BJ74PQK6,0,0,733
Smart Watches,Noise,B0BJ6ZWPX5,0,0,737
Smart Watches,Noise,B0CQ4L4JHY,4998474,3126,747
Smart Watches,Fire-Boltt,B0C5D7LV7V,0,0,749
Smart Watches,Sounce,B0C7QRDNR7,588138,2362,754
Smart Watches,iTronix,B09HML47NB,303364,2036,763
Smart Watches,Noise,B0C5RPCV7N,6045051,2749,785
Smart Watches,Samsung,B0BNHMJX4Y,24027597,2403,789
Smart Watches,Fire-Boltt,B0BRQFWJ35,737262,738,791
Smart Watches,Fire-Boltt,B0CH8K6BHK,285498,102,33
Smart Watches,Noise,B0CPPJ4YH8,6560928,5472,810
Smart Watches,Fire-Boltt,B0C498FMCB,2575917,1983,833
Smart Watches,Fire-Boltt,B0C5CZM6FH,351693,207,36
Smart Watches,Titan,B0CCYPRZH6,1128644,226,879
Smart Watches,Noise,B0CQJJ61G4,0,0,881
Smart Watches,MARVIK,B0CJRGKXDR,1144501,2549,893
Smart Watches,beatXP,B0CDSCM9BN,4672323,4677,909
Smart Watches,boAt,B0BGGSGG35,1037961,1039,916
Smart Watches,Fire-Boltt,B0BRMWKZZN,2978136,1064,943
Smart Watches,Bouncefit,B0C6F1GT12,1041880,2135,955
Smart Watches,TEZINICX,B0CQ8QS1GG,412527,2073,967
Smart Watches,Fire-Boltt,B0CNVJ39R8,2016713,1187,970
Smart Watches,Fire-Boltt,B0CH8LYXKP,843789,211,41
Smart Watches,Noise,B0BMVQL8NZ,4648616,2584,1005
Smart Watches,boAt,B0BZHQGVM3,1424304,1296,1021
Smart Watches,Noise,B0BW5PZSGJ,5104951,3649,1024
Smart Watches,boAt,B0CCDJ1FBY,5586906,3494,1037
Smart Watches,Fire-Boltt,B0BP18NCLQ,1186352,848,1092
Smart Watches,Noise,B0BJ73NWMC,1170828,1172,1100
Smart Watches,Noise,B0BW4F5PY3,5763663,4437,1104
Smart Watches,boAt,B0BN3GHB9B,502497,503,1117
Smart Watches,SUNLEX,B0CDCM7W8D,595212,1028,1157
Smart Watches,Noise,B0CQ4HSR2D,6063507,3193,1165
Smart Watches,Fire-Boltt,B09YV4RG4D,1074822,978,1179
Smart Watches,Apple,B0BDKHY1HH,14220900,621,1183
Smart Watches,Noise,B0B46DZ376,3204397,1603,1198
Smart Watches,Vibez,B0BWYL37KT,405797,203,1210
Smart Watches,Redmi,B0CH2YP2BB,6118750,2225,1217
Smart Watches,Fastrack,B0CVXRWC3Z,0,0,1235
Smart Watches,Noise,B0C4Q6DMT6,8639031,2469,1286
Smart Watches,Noise,B0BVR4DSGB,7687303,2197,1290
Smart Watches,Noise,B0CQ4K11B1,2161848,1352,1314
Smart Watches,Noise,B0BN1X7ZVT,3896208,1392,1316
Smart Watches,boAt,B0C1YS2S26,1159433,967,1332
Smart Watches,beatXP,B0C4T9J84B,3848937,2963,1387
Smart Watches,beatXP,B0CDSGK1TD,2509488,2512,1423
Smart Watches,boAt,B0C45TDR6W,245511,189,75
Smart Watches,boAt,B0CQSP7GLX,1518487,1013,1467
Smart Watches,Vibez,B0C7R366Z7,7088974,2026,1471
Smart Watches,Bouncefit,B0BSGXWTGP,500640,1120,1491
Smart Watches,Fire-Boltt,B0CH8L2TT3,2478195,1305,1509
Smart Watches,boAt,B0B7JTQM6Y,1148850,1150,1528
Hair Oil,Soulflower,B078V9X189,10933688,25787,34
Hair Oil,Parachute,B003NQESIS,7261065,23051,58
Hair Oil,Parachute,B07BDNCTFC,2519145,22695,58
Hair Oil,Soulflower,B07BG1TX99,4670100,20756,61
Hair Oil,AVIMEE,B0B6W5KCRM,11334950,20609,55
Hair Oil,Soulflower,B06XFWVWMS,7036908,20221,61
Hair Oil,Soulflower,B078S97NLG,5951656,19972,61
Hair Oil,Soulflower,B07BG39GVC,4157240,19336,61
Hair Oil,Organix Mantra,B06XX4DTV8,4202160,17509,79
Hair Oil,Bajaj,B08PGDPPM4,6216803,17317,151
Hair Oil,MAX CARE,B00ZX1PO5M,4093980,12406,30
Hair Oil,MAX CARE,B014Y3GTLW,8062460,12124,42
Hair Oil,MAX CARE,B00ZX1PVEQ,2333563,12091,42
Hair Oil,Kesh King,B07K2JHVRY,2768273,11881,176
Hair Oil,Exotic Aromas,B07PWN6DLL,3774617,11473,152
Hair Oil,Indulekha,B086QDT64L,10871118,10882,391
Hair Oil,Parachute,B07BDNGTYC,2384671.74,10834,124
Hair Oil,Indulekha,B00S850C5C,4174104,10758,391
Hair Oil,Aravi Organic,B0B8ZZ22JQ,3868731,9459,272
Hair Oil,DABUR,B0B38NZYXN,1951303.9,9323,289
Hair Oil,UrbanBotanics,B07GWY28FZ,1759968,9312,240
Hair Oil,KITWELL,B0CPY77M8D,3704316,9284,109
Hair Oil,Bajaj,B0BVR6NHWM,1893015,9145,345
Hair Oil,Parachute Advansed,B07DD2RZS4,1025430,8995,103
Hair Oil,Mamaearth,B0C6ML81SF,3130208,8506,231
Hair Oil,Bodywise,B0CPJB7WW7,4527603,8247,134
Hair Oil,UrbanBotanics,B0BJ7153HS,1809054,7731,307
Hair Oil,Parachute Advansed,B07ZKV6L4Q,1479889.92,7552,308
Hair Oil,Parachute Advansed,B09SLWMVCL,1547936,7442,308
Hair Oil,DABUR,B0832ZWDHR,1476960,7240,448
Hair Oil,Parachute,B003O7DXLO,560820,7190,277
Hair Oil,WOW,B07NDR2J4K,2543625,7125,372
Hair Oil,Organic 100%,B0CJ7TZX11,1291510,6490,280
Hair Oil,Navratna,B002ZVG95W,2107590,6465,1
Hair Oil,Hair & Care,B008DY631U,898718,6329,641
Hair Oil,Khadi Natural Herbal,B0B5MZHXK9,1407825,6257,360
Hair Oil,Khadi Natural Herbal,B00AF73C6M,1807406,6254,360
Hair Oil,Khadi Natural Herbal,B09RPQWC7L,1106757,6183,360
Hair Oil,Bajaj,B09G6GWPYP,749902,5281,325
Hair Oil,DABUR,B009SOS7ZE,1884240,5234,755
Hair Oil,Organic Harvest,B0928X4Y6G,1382976,4802,548
Hair Oil,DABUR,B013UQ11JE,1003017,4709,539
Hair Oil,AVIMEE,B0BH4BV1VL,4111484,4651,447
Hair Oil,Rey Naturals,B07BZN59BS,828770,4630,300
Hair Oil,KERALA ayurveda,B07F5NCTN2,1356600,4522,547
Hair Oil,Sib,B0CQ89NVVB,899679,4521,1058
Hair Oil,Biotique,B00U8TQIY0,847470,4346,565
Hair Oil,DABUR,B0886TWQ3S,966784,4316,433
Hair Oil,WishCare,B074MJ3VX8,840645,4311,545
Hair Oil,Parachute Advansed,B09J5C7J7L,962026,4238,459
Hair Oil,Parachute Advansed,B09QKNHJNC,881500,4100,749
Hair Oil,Tata Simply Better,B0C81H2T5F,2097048,4002,410
Hair Oil,Coco Soul,B07DCZKRVJ,720205,3893,353
Hair Oil,Indulekha,B072N2CBBP,743424,3872,2805
Hair Oil,DABUR,B0982CQFPT,508410,3766,1303
Hair Oil,Neelambari,B09N97MGB9,2365416,3384,602
Hair Oil,PIMPOM PAATI,B0CLNY566R,6665295,3341,414
Hair Oil,PIMPOM PAATI,B0CLNYD5ZD,1378440,3282,414
Hair Oil,MAX CARE,B019MV99XG,1196580,3234,741
Hair Oil,INDUS VALLEY,B079M6N665,564566,3154,678
Hair Oil,Parachute Advansed,B07WLDJS3L,438651,3111,829
Hair Oil,Khadi Natural Herbal,B008KH6DDI,408936,3098,858
Hair Oil,Emami,B082CXT58C,1125295,3083,1014
Hair Oil,Emami,B01BD5EQEG,409773,3081,1014
Hair Oil,Deve Herbes,B01KON8C9S,606552,3048,954
Hair Oil,DISANO,B07YB8561G,473502,2978,466
Hair Oil,Nat Habit,B09MTMX8ZN,917715,2895,1106
Hair Oil,WOW,B0CCHV3J5W,1577826,2874,1266
Hair Oil,VANSAAR,B01MFGFSYS,847810,2845,1201
Hair Oil,Indulekha,B0C46DSCVQ,729540,2702,646
Hair Oil,KLF,B07NCW7MHZ,641715,2685,734
Hair Oil,Bajaj,B09N9T3RPY,543400,2600,828
Hair Oil,Nainital,B0CQXQBMX6,640677,2573,721
Hair Oil,Nainital,B0CPFPWL99,450198,2382,1049
Hair Oil,ERVY,B0CPYR5R8L,518100,2355,811
Hair Oil,Vedaka,B0842CZSR9,894159,2241,761
Hair Oil,sesa,B0828TBY68,582912,2208,1017
Hair Oil,Khadi Natural Herbal,B00REG1BCY,463536,2146,725
Hair Oil,VegHerbs,B0CQ3JZJ2Q,465525,2069,4182
Hair Oil,Parachute Advansed,B0BFDPQHQ7,453152,2023,1130
Hair Oil,Parachute Advansed,B07DCZGTXP,363240,2018,859
Hair Oil,MIHAI,B0CR1Q3P1X,346544,1936,1497
Hair Oil,Coco Soul,B07JGP7XK3,1338183,1931,816
Hair Oil,Lim-style,B09BMD8SFV,940116,1884,1371
Hair Oil,DABUR,B013UPR9IC,354510,1818,2502
Hair Oil,DABUR,B0B12MBSF9,357802,1798,1493
Hair Oil,BEARDO,B0BN63SB4L,466564,1754,2717
Hair Oil,Florecer,B0BW6V42FG,245388,1716,1508
Hair Oil,Parachute,B07KZB82QC,397212,1676,1891
Hair Oil,Himalaya,B0063OQJJI,384330,1671,1808
Hair Oil,Phalada Pure & Sure,B00M711DFQ,208026,1651,1291
Hair Oil,Coco Soul,B07DCVG4VF,538576,1642,1253
Hair Oil,Parachute Advansed,B00GMC02XK,245850,1639,1710
Hair Oil,Bendist Export,B0CKLNCHMQ,325962,1638,1314
Hair Oil,Amazon Brand - Solimo,B0BR7KNH5N,344860,1604,1555
Hair Oil,Rey Naturals,B077C4S9N1,479100,1597,1632
Hair Oil,DABUR,B0CJRNVJQQ,546260,1528,2731
Hair Oil,Parachute Advansed,B0824B9GLL,340400,1480,1075
Hair Oil,Parachute Advansed,B06VY94QPV,296635,1447,4883
Hair Oil,Stay Lippy,B0CRVLY2Q1,633472,1414,571
Hair Oil,Hair & Care,B0CGHWFR2G,247100,1412,3185
Hair Oil,DABUR,B00NYZ4I7O,166419.96,1407,2164
Hair Oil,Khadi Natural Herbal,B07RTPG5MX,136125,1375,2786
Hair Oil,TRAYA NOURISH,B0BJX8MHXW,580608,1344,1730
Hair Oil,ORGANIC INDIA,B01A5O5H2G,846930,1295,1323
Hair Oil,DABUR,B072FNTFV4,145578,1277,1872
Hair Oil,Kapiva,B0872XCWRM,466928,1232,1304
Hair Oil,PHILLAURI AYURVEDIC,B0CJVKNZXQ,305025,1225,1843
Hair Oil,Mamaearth,B0C7LFL377,438128,1112,2368
Hair Oil,Chekko,B079QLHXG2,184975,1057,2357
Hair Oil,DABUR,B096VKH12Z,94230,1047,4636
Hair Oil,Mamaearth,B07Y53R164,279524,1043,2040
Hair Oil,Mamaearth,B0C9F41MBV,574425,999,2790
Hair Oil,Cocoguru,B07PKQ89BY,317200,976,1446
Hair Oil,KLF,B017AD65Z8,297738,973,1682
Hair Oil,SAGE APOTHECARY,B07LBVV2SQ,221067,957,2738
